estado,municipio,bairros,ano,periodo,levantamento,timestamp,mosquito,longitude,latitude,zona,variable,value
AMAZONAS,MANAUS,COMPENSA,2019,fevereiro,1,1/2/2019,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2019,novembro,2,1/11/2019,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COMPENSA,2020,fevereiro,1,1/2/2020,Aegypti,-60.05863970791815,-3.1041500964467836,OESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2016,agosto,2,1/8/2016,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2017,outubro,2,1/10/2017,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2017,fevereiro,1,1/2/2017,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2018,janeiro,1,1/1/2018,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,1.47
AMAZONAS,MANAUS,COROADO,2019,fevereiro,1,1/2/2019,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2019,novembro,2,1/11/2019,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,COROADO,2020,fevereiro,1,1/2/2020,Aegypti,-59.968167486982615,-3.0904362836152965,LESTE,A1,0.0
AMAZONAS,MANAUS,CRESPO,2016,agosto,2,1/8/2016,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2017,outubro,2,1/10/2017,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2017,fevereiro,1,1/2/2017,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2018,outubro,2,1/10/2018,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2018,janeiro,1,1/1/2018,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2019,fevereiro,1,1/2/2019,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2019,novembro,2,1/11/2019,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,CRESPO,2020,fevereiro,1,1/2/2020,Aegypti,-59.98832783232588,-3.131194146312211,SUL,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2016,agosto,2,1/8/2016,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2017,outubro,2,1/10/2017,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2017,fevereiro,1,1/2/2017,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2018,outubro,2,1/10/2018,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2018,janeiro,1,1/1/2018,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2019,fevereiro,1,1/2/2019,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2019,novembro,2,1/11/2019,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DA PAZ,2020,fevereiro,1,1/2/2020,Aegypti,-60.029433775908316,-3.0572537065395378,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2016,agosto,2,1/8/2016,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2017,outubro,2,1/10/2017,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2017,fevereiro,1,1/2/2017,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2018,outubro,2,1/10/2018,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2018,janeiro,1,1/1/2018,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2019,fevereiro,1,1/2/2019,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2019,novembro,2,1/11/2019,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL I,2020,fevereiro,1,1/2/2020,Aegypti,-59.96334083276656,-3.121244411933686,SUL,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2016,agosto,2,1/8/2016,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2017,outubro,2,1/10/2017,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2017,fevereiro,1,1/2/2017,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2018,janeiro,1,1/1/2018,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2019,fevereiro,1,1/2/2019,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2019,novembro,2,1/11/2019,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DISTRITO INDUSTRIAL II,2020,fevereiro,1,1/2/2020,Aegypti,-59.889006444205855,-3.036879291777444,LESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2016,agosto,2,1/8/2016,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2017,outubro,2,1/10/2017,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2017,fevereiro,1,1/2/2017,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2018,outubro,2,1/10/2018,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2018,janeiro,1,1/1/2018,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2019,fevereiro,1,1/2/2019,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2019,novembro,2,1/11/2019,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,DOM PEDRO I,2020,fevereiro,1,1/2/2020,Aegypti,-60.04215899510356,-3.0871652438099266,CENTRO-OESTE,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2016,agosto,2,1/8/2016,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2017,outubro,2,1/10/2017,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2017,fevereiro,1,1/2/2017,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2018,outubro,2,1/10/2018,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2018,janeiro,1,1/1/2018,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2019,fevereiro,1,1/2/2019,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2019,novembro,2,1/11/2019,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,EDUCANDOS,2020,fevereiro,1,1/2/2020,Aegypti,-60.01128735091985,-3.141720731574834,SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2016,agosto,2,1/8/2016,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2017,outubro,2,1/10/2017,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2017,fevereiro,1,1/2/2017,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2018,outubro,2,1/10/2018,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2018,janeiro,1,1/1/2018,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2019,fevereiro,1,1/2/2019,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2019,novembro,2,1/11/2019,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,FLORES,2020,fevereiro,1,1/2/2020,Aegypti,-60.009411905898,-3.058981484675355,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2016,agosto,2,1/8/2016,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2017,outubro,2,1/10/2017,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2017,fevereiro,1,1/2/2017,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2018,janeiro,1,1/1/2018,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2019,fevereiro,1,1/2/2019,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2019,novembro,2,1/11/2019,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GILBERTO MESTRINHO,2020,fevereiro,1,1/2/2020,Aegypti,-59.92575811955416,-3.07093982714311,LESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2016,agosto,2,1/8/2016,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2017,outubro,2,1/10/2017,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2017,fevereiro,1,1/2/2017,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2018,outubro,2,1/10/2018,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2018,janeiro,1,1/1/2018,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2019,fevereiro,1,1/2/2019,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2019,novembro,2,1/11/2019,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,GLORIA,2020,fevereiro,1,1/2/2020,Aegypti,-60.03469302526943,-3.1223743617461848,OESTE,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2016,agosto,2,1/8/2016,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2017,outubro,2,1/10/2017,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2017,fevereiro,1,1/2/2017,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2018,outubro,2,1/10/2018,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2018,janeiro,1,1/1/2018,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2019,fevereiro,1,1/2/2019,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2019,novembro,2,1/11/2019,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JAPIIM,2020,fevereiro,1,1/2/2020,Aegypti,-59.97848704524229,-3.112088437328226,SUL,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2016,agosto,2,1/8/2016,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2017,outubro,2,1/10/2017,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2017,fevereiro,1,1/2/2017,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2018,janeiro,1,1/1/2018,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2019,fevereiro,1,1/2/2019,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2019,novembro,2,1/11/2019,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,JORGE TEIXEIRA,2020,fevereiro,1,1/2/2020,Aegypti,-59.9244174686114,-3.0274360987431033,LESTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2016,agosto,2,1/8/2016,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2017,outubro,2,1/10/2017,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2017,fevereiro,1,1/2/2017,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2018,outubro,2,1/10/2018,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2018,janeiro,1,1/1/2018,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2019,fevereiro,1,1/2/2019,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2019,novembro,2,1/11/2019,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LAGO AZUL,2020,fevereiro,1,1/2/2020,Aegypti,-59.998328175001575,-2.952413930641616,NORTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2016,agosto,2,1/8/2016,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2017,outubro,2,1/10/2017,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2017,fevereiro,1,1/2/2017,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2018,outubro,2,1/10/2018,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2018,janeiro,1,1/1/2018,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2019,fevereiro,1,1/2/2019,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2019,novembro,2,1/11/2019,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,LIRIO DO VALE,2020,fevereiro,1,1/2/2020,Aegypti,-60.069612707392814,-3.0722951369566536,OESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2016,agosto,2,1/8/2016,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2017,outubro,2,1/10/2017,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2017,fevereiro,1,1/2/2017,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2018,janeiro,1,1/1/2018,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2019,fevereiro,1,1/2/2019,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2019,novembro,2,1/11/2019,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MAUAZINHO,2020,fevereiro,1,1/2/2020,Aegypti,-59.93453342115486,-3.114381201157773,LESTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2016,agosto,2,1/8/2016,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2017,outubro,2,1/10/2017,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2017,fevereiro,1,1/2/2017,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2018,outubro,2,1/10/2018,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2018,janeiro,1,1/1/2018,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2019,fevereiro,1,1/2/2019,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2019,novembro,2,1/11/2019,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MONTE DAS OLIVEIRAS,2020,fevereiro,1,1/2/2020,Aegypti,-59.995317984813454,-3.004765617303016,NORTE,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2016,agosto,2,1/8/2016,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2017,outubro,2,1/10/2017,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2017,fevereiro,1,1/2/2017,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2018,outubro,2,1/10/2018,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2018,janeiro,1,1/1/2018,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2019,fevereiro,1,1/2/2019,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2019,novembro,2,1/11/2019,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,MORRO DA LIBERDADE,2020,fevereiro,1,1/2/2020,Aegypti,-60.001193924507554,-3.1390653412451153,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2016,agosto,2,1/8/2016,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2017,outubro,2,1/10/2017,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2017,fevereiro,1,1/2/2017,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2018,outubro,2,1/10/2018,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2018,janeiro,1,1/1/2018,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2019,fevereiro,1,1/2/2019,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2019,novembro,2,1/11/2019,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA APARECIDA,2020,fevereiro,1,1/2/2020,Aegypti,-60.030418380965216,-3.1277867960641466,SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2016,agosto,2,1/8/2016,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2017,outubro,2,1/10/2017,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2017,fevereiro,1,1/2/2017,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2018,outubro,2,1/10/2018,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2018,janeiro,1,1/1/2018,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2019,fevereiro,1,1/2/2019,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2019,novembro,2,1/11/2019,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOSSA SENHORA DAS GRACAS,2020,fevereiro,1,1/2/2020,Aegypti,-60.01900552612923,-3.1048405892029445,CENTRO-SUL,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2016,agosto,2,1/8/2016,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2017,outubro,2,1/10/2017,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2017,fevereiro,1,1/2/2017,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2018,outubro,2,1/10/2018,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2018,janeiro,1,1/1/2018,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2019,fevereiro,1,1/2/2019,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2019,novembro,2,1/11/2019,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA CIDADE,2020,fevereiro,1,1/2/2020,Aegypti,-59.98028025781682,-2.997588273106359,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2016,agosto,2,1/8/2016,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2017,outubro,2,1/10/2017,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2017,fevereiro,1,1/2/2017,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2018,outubro,2,1/10/2018,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2018,janeiro,1,1/1/2018,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2019,fevereiro,1,1/2/2019,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2019,novembro,2,1/11/2019,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVA ESPERANCA,2020,fevereiro,1,1/2/2020,Aegypti,-60.05786555212823,-3.0843853796241896,OESTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2016,agosto,2,1/8/2016,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2017,outubro,2,1/10/2017,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2017,fevereiro,1,1/2/2017,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2018,outubro,2,1/10/2018,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2018,janeiro,1,1/1/2018,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2019,fevereiro,1,1/2/2019,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2019,novembro,2,1/11/2019,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ALEIXO,2020,fevereiro,1,1/2/2020,Aegypti,-59.96581058206106,-3.051450423435523,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ISRAEL,2016,agosto,2,1/8/2016,Aegypti,-60.01200313795572,-3.0268591079729785,NORTE,A1,0.0
AMAZONAS,MANAUS,NOVO ISRAEL,2017,outubro,2,1/10/2017,Aegypti,-60.01200313795572,-3.0268591079729785,NORTE,A1,0.0
